name,wins,losses,wlr,f_year,l_year,career_duration,dfs,aces,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,hand,birthdate,country,gender,total_matches,serve_games_won,serve_game_won%,break_points_saved%,breakpoints_permatch,ace_dominance
Gavin Hogben,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,1,0.0,,,0.0,
Cyril Jacobe,0,9,0.0,2010,2012,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1983-03-31,VAN,male,9,0.0,,,0.0,
Adam Chadaj,3,1,75.0,2005,2005,1,9.0,3.0,156.0,100.0,63.0,25.0,23.0,9.0,16.0,L,1984-05-01,POL,male,4,16.0,69.565,56.25,4.0,1.923
Sergio Cruz,1,8,11.111,1974,1978,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1954-08-31,POR,male,9,0.0,,,0.0,
A Hernandez,0,1,0.0,1978,1978,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,MEX,male,1,0.0,,,0.0,
Kenneth Reid,2,6,25.0,1968,1973,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IRL,male,8,0.0,,,0.0,
Nikola Mektic,3,9,25.0,2009,2019,11,16.0,48.0,740.0,431.0,276.0,147.0,115.0,33.0,70.0,R,1988-12-24,CRO,male,12,78.0,67.826,47.143,5.833,6.486
Todd Reid,14,22,38.889,2002,2005,4,63.0,115.0,2572.0,1811.0,1161.0,368.0,396.0,166.0,278.0,R,1984-06-03,AUS,male,36,284.0,71.717,59.712,7.722,4.471
Derrick Rostagno,163,153,51.582,1983,1996,14,528.0,801.0,12484.0,7624.0,5364.0,2294.0,1874.0,651.0,1104.0,R,1965-10-25,USA,male,316,1421.0,75.827,58.967,3.494,6.416
Bret Richardson,0,2,0.0,1989,1991,3,4.0,1.0,83.0,58.0,35.0,10.0,13.0,2.0,7.0,R,1971-01-23,AUS,male,2,8.0,61.538,28.571,3.5,1.205
Ruby Hoskowetz,2,5,28.571,1970,1976,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1946-10-12,AUT,male,7,0.0,,,0.0,
Michal Tabara,38,49,43.678,1996,2008,13,390.0,260.0,6491.0,3408.0,2248.0,1476.0,998.0,382.0,712.0,R,1979-08-11,CZE,male,87,668.0,66.934,53.652,8.184,4.006
Victor Bruthans,0,1,0.0,2006,2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1979-11-09,SVK,male,1,0.0,,,0.0,
Steve Mott,0,2,0.0,1976,1977,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,2,0.0,,,0.0,
Jim Corn,1,1,50.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,2,0.0,,,0.0,
Stefan Kozlov,5,17,22.727,2013,2020,8,92.0,71.0,1407.0,790.0,514.0,272.0,217.0,93.0,179.0,R,1998-02-01,USA,male,22,131.0,60.369,51.955,8.136,5.046
Mounir El Aarej,8,19,29.63,1997,2006,10,54.0,33.0,774.0,419.0,279.0,147.0,108.0,67.0,108.0,R,1977-06-16,MAR,male,27,67.0,62.037,62.037,4.0,4.264
Emilio Sanchez,412,253,61.955,1984,1997,14,335.0,941.0,20826.0,13534.0,9164.0,3707.0,3168.0,1123.0,1887.0,R,1965-05-29,ESP,male,665,2404.0,75.884,59.512,2.838,4.518
Andres Pedroso,0,1,0.0,2004,2004,1,0.0,2.0,41.0,26.0,8.0,8.0,7.0,3.0,8.0,R,1979-02-21,USA,male,1,2.0,28.571,37.5,8.0,4.878
Ota Fukarek,2,13,13.333,1999,2002,4,54.0,67.0,1291.0,794.0,535.0,238.0,196.0,73.0,129.0,R,1977-01-18,CZE,male,15,140.0,71.429,56.589,8.6,5.19
Tomas Anzari,1,14,6.667,1987,1994,8,29.0,12.0,753.0,483.0,299.0,113.0,114.0,40.0,86.0,R,1970-06-24,CZE,male,15,68.0,59.649,46.512,5.733,1.594
James Buckley,2,6,25.0,1968,1973,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1937-04-15,IRL,male,8,0.0,,,0.0,
Gwinyai Chingoka,0,1,0.0,2003,2003,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1982-09-27,ZIM,male,1,0.0,,,0.0,
Thedy Stalder,1,9,10.0,1968,1972,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1939-03-18,SUI,male,10,0.0,,,0.0,
Diego Nargiso,76,128,37.255,1987,2000,14,703.0,863.0,11666.0,6241.0,4484.0,2454.0,1726.0,666.0,1135.0,L,1970-03-15,ITA,male,204,1257.0,72.827,58.678,5.564,7.398
Phillip Williamson,0,3,0.0,1987,1993,7,18.0,6.0,250.0,152.0,83.0,37.0,32.0,17.0,33.0,R,1965-05-29,USA,male,3,16.0,50.0,51.515,11.0,2.4
Phillip Williamson,0,3,0.0,1987,1993,7,18.0,6.0,250.0,152.0,83.0,37.0,32.0,17.0,33.0,U,1965-05-29,USA,male,3,16.0,50.0,51.515,11.0,2.4
Hrage Magarian,0,2,0.0,1987,1987,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1963-12-29,SYR,male,2,0.0,,,0.0,
Mario Martinez,86,72,54.43,1978,1988,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1961-09-12,BOL,male,158,0.0,,,0.0,
Giovanni Capozza,1,1,50.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,ITA,male,2,0.0,,,0.0,
Syed Mohd Agil Syed Naguib,0,1,0.0,2016,2016,1,2.0,2.0,60.0,39.0,12.0,7.0,10.0,4.0,13.0,R,1994-02-01,MAS,male,1,1.0,10.0,30.769,13.0,3.333
U Hamilton,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Eleazar Davidman,2,2,50.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1936-12-09,ISR,male,4,0.0,,,0.0,
Andis Juska,11,15,42.308,2002,2014,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1985-05-22,LAT,male,26,0.0,,,0.0,
Jean Nabi,2,13,13.333,1989,1997,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1973-11-04,CIV,male,15,0.0,,,0.0,
John Stimpson,1,2,33.333,1991,1991,1,3.0,0.0,173.0,132.0,84.0,23.0,27.0,7.0,13.0,R,1968-09-04,USA,male,3,21.0,77.778,53.846,4.333,0.0
Albert Portas,141,190,42.598,1993,2007,15,1181.0,1331.0,25035.0,14383.0,9766.0,4956.0,3778.0,1465.0,2591.0,R,1973-11-15,ESP,male,331,2652.0,70.196,56.542,7.828,5.317
Martins Podzus,4,7,36.364,2011,2016,6,6.0,19.0,210.0,135.0,97.0,39.0,32.0,8.0,13.0,R,1994-06-29,LAT,male,11,27.0,84.375,61.538,1.182,9.048
Matwe Middelkoop,1,2,33.333,2008,2016,9,12.0,19.0,185.0,91.0,62.0,47.0,23.0,16.0,21.0,R,1983-09-03,NED,male,3,18.0,78.261,76.19,7.0,10.27
A Ferguson,1,1,50.0,1974,1974,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,,male,2,0.0,,,0.0,
Jan Gunnarsson,168,164,50.602,1979,1993,15,97.0,155.0,2375.0,1129.0,798.0,557.0,365.0,147.0,271.0,R,1962-05-30,SWE,male,332,241.0,66.027,54.244,0.816,6.526
Vallis Wilder,4,7,36.364,1986,1987,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1959-06-08,USA,male,11,0.0,,,0.0,
Rolf Gehring,112,127,46.862,1973,1985,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1955-11-25,GER,male,239,0.0,,,0.0,
Mathias Hellstrom,0,1,0.0,2004,2004,1,3.0,3.0,63.0,32.0,16.0,13.0,11.0,3.0,10.0,R,1978-02-21,SWE,male,1,4.0,36.364,30.0,10.0,4.762
Victor Lopez,0,1,0.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ESP,male,1,0.0,,,0.0,
J Drury Byrne,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IRL,male,1,0.0,,,0.0,
Yshai Oliel,1,0,100.0,2018,2018,1,1.0,7.0,68.0,46.0,35.0,14.0,11.0,3.0,3.0,L,2000-01-05,ISR,male,1,11.0,100.0,100.0,3.0,10.294
Gerard Granollers,0,4,0.0,2011,2013,3,8.0,3.0,274.0,181.0,98.0,41.0,43.0,18.0,39.0,R,1989-01-30,ESP,male,4,22.0,51.163,46.154,9.75,1.095
Colon Nunez,0,3,0.0,1976,1976,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1955-04-08,ECU,male,3,0.0,,,0.0,
Diego Hipperdinger,0,1,0.0,1998,1998,1,1.0,0.0,48.0,35.0,16.0,5.0,8.0,3.0,8.0,R,1977-01-17,ESP,male,1,3.0,37.5,37.5,8.0,0.0
Nortay Dowuona,0,1,0.0,1997,1997,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1967-04-29,NGR,male,1,0.0,,,0.0,
Robert Rheinberger,3,33,8.333,1970,1976,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1945-11-18,AUS,male,36,0.0,,,0.0,
Fred Whitaker,0,2,0.0,1974,1975,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,2,0.0,,,0.0,
Martin Slanar,1,2,33.333,2008,2008,1,16.0,15.0,244.0,139.0,91.0,43.0,36.0,11.0,23.0,R,1981-05-01,AUT,male,3,24.0,66.667,47.826,7.667,6.148
Luis Augusto Garcia,2,2,50.0,1969,1970,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,MEX,male,4,0.0,,,0.0,
Thiago Seyboth Wild,7,8,46.667,2018,2021,4,47.0,83.0,1258.0,741.0,525.0,270.0,194.0,70.0,110.0,R,2000-03-10,BRA,male,15,154.0,79.381,63.636,7.333,6.598
Alan Haswell,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,1,0.0,,,0.0,
Erik Vant Hof,1,3,25.0,1984,1985,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1960-11-12,USA,male,4,0.0,,,0.0,
Andres Battad,2,8,20.0,1972,1988,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,PHI,male,10,0.0,,,0.0,
Pablo Andujar,145,211,40.73,2007,2021,15,1088.0,574.0,26677.0,16927.0,10945.0,4737.0,4052.0,1575.0,2780.0,R,1986-01-23,ESP,male,356,2847.0,70.262,56.655,7.809,2.152
Rodolphe Cadart,3,5,37.5,1999,2003,5,28.0,22.0,606.0,375.0,244.0,126.0,94.0,37.0,61.0,L,1978-08-08,FRA,male,8,70.0,74.468,60.656,7.625,3.63
Artem Derepasko,0,1,0.0,2001,2001,1,3.0,2.0,64.0,46.0,21.0,4.0,10.0,4.0,12.0,R,1980-01-26,RUS,male,1,2.0,20.0,33.333,12.0,3.125
Chris Pridham,43,66,39.45,1985,1994,10,170.0,174.0,4337.0,2521.0,1756.0,924.0,647.0,226.0,364.0,R,1965-04-11,CAN,male,109,509.0,78.671,62.088,3.339,4.012
Mark Nielsen,19,16,54.286,1997,2008,12,39.0,20.0,655.0,418.0,270.0,108.0,97.0,50.0,84.0,R,1977-10-08,NZL,male,35,63.0,64.948,59.524,2.4,3.053
Jeff Turpin,8,11,42.105,1982,1985,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1960-05-13,USA,male,19,0.0,,,0.0,
Andre Sa,48,85,36.09,1997,2007,11,429.0,368.0,10197.0,5983.0,3874.0,2021.0,1543.0,615.0,1120.0,R,1977-05-06,BRA,male,133,1038.0,67.272,54.911,8.421,3.609
Asher Kahn,0,2,0.0,1978,1978,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,2,0.0,,,0.0,
Ohad Weinberg,0,2,0.0,1990,1991,2,1.0,4.0,75.0,34.0,24.0,17.0,9.0,14.0,17.0,R,1971-03-19,ISR,male,2,6.0,66.667,82.353,8.5,5.333
Akinori Naguro,2,4,33.333,1978,1981,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,JPN,male,6,0.0,,,0.0,
Diego Veronelli,2,3,40.0,2003,2004,2,12.0,17.0,358.0,203.0,126.0,70.0,50.0,27.0,47.0,R,1979-12-05,ARG,male,5,30.0,60.0,57.447,9.4,4.749
Dominik Hrbaty,323,289,52.778,1996,2010,15,2403.0,2795.0,44946.0,25435.0,18004.0,9702.0,6961.0,2500.0,4210.0,R,1978-01-04,SVK,male,612,5251.0,75.435,59.382,6.879,6.219
Abraham Sojo,0,1,0.0,1982,1982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1955-07-21,VEN,male,1,0.0,,,0.0,
Greg Peebles,0,2,0.0,1973,1973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,2,0.0,,,0.0,
Dac Tien Nguyen,0,1,0.0,2016,2016,1,5.0,3.0,47.0,26.0,16.0,5.0,7.0,2.0,6.0,,1999-01-06,VIE,male,1,3.0,42.857,33.333,6.0,6.383
Daniel Michalski,1,0,100.0,2018,2018,1,1.0,1.0,53.0,32.0,27.0,14.0,10.0,1.0,2.0,U,2000-01-11,POL,male,1,9.0,90.0,50.0,2.0,1.887
Musaad Al Jazzaf,1,4,20.0,2002,2004,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1984-04-20,KUW,male,5,0.0,,,0.0,
Faisal Syed Haq,0,2,0.0,1992,1992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1976-10-11,BAN,male,2,0.0,,,0.0,
Desmond Tyson,1,6,14.286,1983,1988,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1965-09-26,AUS,male,7,0.0,,,0.0,
Jose Moreno Tallada,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1953-08-27,ESP,male,1,0.0,,,0.0,
Andre Lopes,0,1,0.0,1998,1998,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1978-06-08,POR,male,1,0.0,,,0.0,
Chris Numbers,0,1,0.0,2002,2002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1971-08-05,HKG,male,1,0.0,,,0.0,
John Lloyd,177,215,45.153,1973,1986,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1954-08-27,GBR,male,392,0.0,,,0.0,
Enrico Cocchi,1,2,33.333,1987,1989,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1966-12-15,ITA,male,3,0.0,,,0.0,
W Lung,0,1,0.0,1973,1973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Petr Pala,0,1,0.0,1996,1996,1,4.0,1.0,60.0,36.0,18.0,9.0,8.0,7.0,12.0,R,1975-10-02,CZE,male,1,3.0,37.5,58.333,12.0,1.667
Gerry Gomes,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Islam Ul Haq,5,3,62.5,1984,1985,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1962-06-15,PAK,male,8,0.0,,,0.0,
M Harner,0,1,0.0,1980,1980,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,1,0.0,,,0.0,
Sergiy Stakhovsky,166,207,44.504,2005,2021,17,914.0,2262.0,27511.0,16968.0,12129.0,5221.0,4259.0,1416.0,2335.0,R,1986-01-06,UKR,male,373,3340.0,78.422,60.642,6.26,8.222
Bartolome Salva Vidal,0,6,0.0,2006,2007,2,25.0,8.0,426.0,242.0,152.0,83.0,66.0,31.0,55.0,L,1986-11-20,ESP,male,6,42.0,63.636,56.364,9.167,1.878
Patrick Tierro,8,8,50.0,2004,2017,14,3.0,1.0,56.0,32.0,18.0,9.0,8.0,7.0,11.0,U,1985-08-01,PHI,male,16,4.0,50.0,63.636,0.688,1.786
Szabolcz Baranyi,47,63,42.727,1968,1978,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1944-01-31,HUN,male,110,0.0,,,0.0,
Stefano Galvani,16,35,31.373,2001,2011,11,236.0,137.0,4411.0,2587.0,1701.0,896.0,671.0,229.0,430.0,R,1977-06-03,ITA,male,51,470.0,70.045,53.256,8.431,3.106
Jorge Todero,0,1,0.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ARG,male,1,0.0,,,0.0,
P Deuble,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,AUS,male,1,0.0,,,0.0,
Dragan Savic,0,3,0.0,1974,1975,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,YUG,male,3,0.0,,,0.0,
Steve Docherty,41,62,39.806,1974,1981,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1950-05-06,AUS,male,103,0.0,,,0.0,
Dawood Dawoodian,3,7,30.0,1986,1990,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1963-01-03,SYR,male,10,0.0,,,0.0,
Wojtek Kowalski,21,20,51.22,1984,1996,13,25.0,85.0,1138.0,645.0,426.0,245.0,171.0,70.0,121.0,R,1967-10-10,POL,male,41,120.0,70.175,57.851,2.951,7.469
Ernesto Lingen,1,6,14.286,1971,1992,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ECU,male,7,0.0,,,0.0,
Ken Stuart,3,11,21.429,1968,1971,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,14,0.0,,,0.0,
Jean Pierre Richer,0,3,0.0,1977,1980,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,BEL,male,3,0.0,,,0.0,
Munawar Iqbal,3,7,30.0,1970,1974,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,PAK,male,10,0.0,,,0.0,
Toshisuke Sakai,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,JPN,male,1,0.0,,,0.0,
Harshana Godamanna,12,5,70.588,2010,2016,7,3.0,23.0,257.0,162.0,116.0,59.0,41.0,17.0,22.0,L,1985-10-31,SRI,male,17,36.0,87.805,77.273,1.294,8.949
V Kazarevitch,0,2,0.0,1968,1969,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,RUS,male,2,0.0,,,0.0,
Andrei Olhovskiy,69,120,36.508,1987,1997,11,664.0,961.0,13074.0,7290.0,5346.0,2676.0,1928.0,697.0,1188.0,R,1966-04-15,RUS,male,189,1437.0,74.533,58.67,6.286,7.35
Federico Gaio,2,10,16.667,2015,2020,6,68.0,76.0,1010.0,553.0,396.0,225.0,158.0,62.0,103.0,R,1992-03-05,ITA,male,12,117.0,74.051,60.194,8.583,7.525
Juan Antonio Rodriguez,2,9,18.182,1982,1991,10,2.0,0.0,65.0,49.0,27.0,4.0,9.0,7.0,12.0,R,1962-05-05,ESP,male,11,4.0,44.444,58.333,1.091,0.0
Jorge Cordova,0,1,0.0,1997,1997,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1971-06-28,CUB,male,1,0.0,,,0.0,
D Tomlinson,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,1,0.0,,,0.0,
Wai Yu Kai,0,2,0.0,2019,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,2001-03-20,HKG,male,2,0.0,,,0.0,
Felix Barrientos,18,5,78.261,1984,1993,10,11.0,6.0,227.0,127.0,84.0,47.0,36.0,7.0,18.0,R,1967-11-20,PHI,male,23,25.0,69.444,38.889,0.783,2.643
Jeck Chu,0,1,0.0,1973,1973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Marcelo Melo,1,0,100.0,2010,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1983-09-23,BRA,male,1,0.0,,,0.0,
Kristjan Tamm,2,0,100.0,2020,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1998-06-16,EST,male,2,0.0,,,0.0,
Thiemo De Bakker,70,93,42.945,2006,2019,14,261.0,1149.0,11325.0,6789.0,4923.0,2238.0,1739.0,607.0,979.0,R,1988-09-19,NED,male,163,1367.0,78.608,62.002,6.006,10.146
Robert Trogolo,7,11,38.889,1971,1980,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1953-06-15,RSA,male,18,0.0,,,0.0,
Paolo Pambianco,7,7,50.0,1989,1995,7,19.0,10.0,310.0,178.0,117.0,62.0,43.0,24.0,37.0,R,1967-07-11,ITA,male,14,30.0,69.767,64.865,2.643,3.226
Elmar Gerth,0,5,0.0,2001,2003,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1970-08-11,AHO,male,5,0.0,,,0.0,
Brian Dunn,4,12,25.0,1992,1995,4,83.0,97.0,1150.0,579.0,438.0,259.0,179.0,59.0,109.0,R,1974-04-05,USA,male,16,129.0,72.067,54.128,6.812,8.435
Yoshito Nakamura,0,2,0.0,1981,1982,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,JPN,male,2,0.0,,,0.0,
Freddie Sauer,21,29,42.0,1979,1983,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1961-08-02,RSA,male,50,0.0,,,0.0,
Jean Segodo,0,1,0.0,2013,2013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1988-11-13,BEN,male,1,0.0,,,0.0,
David Macpherson,0,10,0.0,1983,1991,9,4.0,1.0,109.0,65.0,47.0,17.0,15.0,7.0,11.0,L,1967-07-03,AUS,male,10,11.0,73.333,63.636,1.1,0.917
Zeljko Tosic,1,0,100.0,1999,1999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1978-06-26,YUG,male,1,0.0,,,0.0,
Hank Pfister,214,157,57.682,1975,1988,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1953-10-09,USA,male,371,0.0,,,0.0,
Colin Mchugo,0,2,0.0,1969,1973,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1945-12-04,GBR,male,2,0.0,,,0.0,
Martin Robinson,12,31,27.907,1974,1977,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1955-10-19,GBR,male,43,0.0,,,0.0,
Geoff Roper,0,1,0.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1964-06-03,CAN,male,1,0.0,,,0.0,
Ervin Eleskovic,2,9,18.182,2004,2011,8,50.0,49.0,596.0,326.0,229.0,110.0,91.0,35.0,64.0,R,1987-05-08,SWE,male,11,62.0,68.132,54.688,5.818,8.221
Terry Addison,37,72,33.945,1968,1975,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1946-01-11,AUS,male,109,0.0,,,0.0,
Adolfo Daniel Vallejo,2,1,66.667,2019,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,PAR,male,3,0.0,,,0.0,
Alvaro Raposo De Oliveira,1,0,100.0,2010,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1990-09-05,PER,male,1,0.0,,,0.0,
B Renault,0,1,0.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,FRA,male,1,0.0,,,0.0,
Gerard Wimmer,2,8,20.0,1975,1981,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1953-03-01,AUT,male,10,0.0,,,0.0,
Eduardo Oncins,0,5,0.0,1982,1984,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1964-12-10,BRA,male,5,0.0,,,0.0,
Gilbert Wong,0,2,0.0,2007,2010,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1988-11-09,HKG,male,2,0.0,,,0.0,
Francis Barnett,0,1,0.0,1973,1973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,,male,1,0.0,,,0.0,
Libor Pimek,109,98,52.657,1983,1992,10,18.0,2.0,209.0,122.0,75.0,34.0,32.0,12.0,27.0,R,1963-08-03,BEL,male,207,17.0,53.125,44.444,0.13,0.957
Hans Gildemeister,201,136,59.644,1973,1987,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1956-02-09,CHI,male,337,0.0,,,0.0,
John Sharpe,6,14,30.0,1968,1971,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1939-05-18,AUS,male,20,0.0,,,0.0,
E Chavez,0,1,0.0,1973,1973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Jorge Cano,0,1,0.0,1979,1979,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ARG,male,1,0.0,,,0.0,
Gary Teagle,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,1,0.0,,,0.0,
Marc Kevin Goellner,141,165,46.078,1992,2003,12,1364.0,3030.0,24390.0,12668.0,9884.0,5644.0,3629.0,1157.0,1906.0,R,1970-09-22,GER,male,306,2880.0,79.361,60.703,6.229,12.423
Bing Pan,15,11,57.692,1990,1997,8,20.0,5.0,358.0,225.0,144.0,52.0,53.0,15.0,35.0,R,1970-02-13,CHN,male,26,33.0,62.264,42.857,1.346,1.397
Marty Davis,124,138,47.328,1978,1990,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1958-11-15,USA,male,262,0.0,,,0.0,
Keith Reynolds,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,GBR,male,1,0.0,,,0.0,
John Bartlett,28,85,24.779,1968,1979,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1948-03-17,AUS,male,113,0.0,,,0.0,
Peter Svensson,1,1,50.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1966-05-09,SWE,male,2,0.0,,,0.0,
